product_id,name,price,in_stock,product_url,image_url,sku_from_image
"19500","CANOPY – 250mm x 175mm","R49.50 Excl. Vat","Yes","https://www.akwa.co.za/product/canopy-250mm-x-175mm/","https://www.akwa.co.za/wp-content/uploads/2025/08/AC0156-300x300.png","AC0156"
"20180","DIAMOND SHAPE CANOPY MEDIUM","R119.55 Excl. Vat","Yes","https://www.akwa.co.za/product/diamond-shape-canopy-medium/","https://www.akwa.co.za/wp-content/uploads/2025/10/AC0175-300x300.png","AC0175"
"20178","DIAMOND SHAPE CANOPY SMALL","R96.90 Excl. Vat","Yes","https://www.akwa.co.za/product/diamond-shape-canopy-small/","https://www.akwa.co.za/wp-content/uploads/2025/10/AC0174-300x300.png","AC0174"
"2128","LUX DIAMOND CANOPY 495mm","R196.60 Excl. Vat","Yes","https://www.akwa.co.za/product/lux-diamond-canopy-495mm/","https://www.akwa.co.za/wp-content/uploads/2020/03/AC0151-300x300.png","AC0151"
"2758","DOPHIN SCRAPER WITH BLADE MC-103","R61.95 Excl. Vat","Yes","https://www.akwa.co.za/product/dophin-scraper-with-blade-mc-103/","https://www.akwa.co.za/wp-content/uploads/2020/05/AA0533-300x300.png","AA0533"
"2761","DOPHIN SCRAPER WITH PAD MC-107","R61.95 Excl. Vat","Yes","https://www.akwa.co.za/product/dophin-scraper-with-pad-mc-107/","https://www.akwa.co.za/wp-content/uploads/2020/05/AA0534-300x300.png","AA0534"
"2753","GRAVEL CLEANER LARGE – 350mm","R89.20 Excl. Vat","Yes","https://www.akwa.co.za/product/gravel-cleaner-large-350mm/","https://www.akwa.co.za/wp-content/uploads/2020/05/GC0154-300x300.png","GC0154"
"2751","GRAVEL CLEANER SMALL – 250mm","R75.55 Excl. Vat","Yes","https://www.akwa.co.za/product/gravel-cleaner-small-250mm/","https://www.akwa.co.za/wp-content/uploads/2020/05/GC0154-300x300.png","GC0154"
"19560","GRAVEL CLEANER XL – 700mm","R120.75 Excl. Vat","Yes","https://www.akwa.co.za/product/gravel-cleaner-xl-700mm/","https://www.akwa.co.za/wp-content/uploads/2025/08/GC0156-300x300.png","GC0156"
"2795","SPARE BLADE – MAGNET CLEANER X-LARGE","R17.00 Excl. Vat","Yes","https://www.akwa.co.za/product/spare-blade-magnet-cleaner-x-large/","https://www.akwa.co.za/wp-content/uploads/2020/05/MC0065-300x300.png","MC0065"
"22294","SUNSUN BATTERY GRAVEL CLEANER – YXS-01D","R436.00 Excl. Vat","Yes","https://www.akwa.co.za/product/sunsun-battery-gravel-cleaner-yxs-01d/","https://www.akwa.co.za/wp-content/uploads/2026/05/GC0160-300x300.png","GC0160"
"2177","24″R AQUARIUM + CANOPY WITH LED LIGHT – 60L","R551.80 Excl. Vat","Yes","https://www.akwa.co.za/product/24r-aquarium-canopy-with-led-light-60l/","https://www.akwa.co.za/wp-content/uploads/2020/03/AQ1009L-10L-11L-12L-14L-300x300.png","AQ1009L-10L-11L-12L-14L"
"2288","24″R AQUARIUM STARTER KIT 60L BASIC","R717.25 Excl. Vat","Yes","https://www.akwa.co.za/product/24r-aquarium-starter-kit-60l-basic/","https://www.akwa.co.za/wp-content/uploads/2020/03/ASK0003-1-300x300.png","ASK0003-1"
"2176","24″R AQUARIUM WITH CANOPY – 60L","R393.95 Excl. Vat","Yes","https://www.akwa.co.za/product/24r-aquarium-with-canopy-60l/","https://www.akwa.co.za/wp-content/uploads/2020/03/AQ1009-10-11-12-14-300x300.png","AQ1009-10-11-12-14"
"2185","36″ AQUARIUM – 100L – 915 x 325 x 375mm(H)","R672.15 Excl. Vat","Yes","https://www.akwa.co.za/product/36-aquarium-100l/","https://www.akwa.co.za/wp-content/uploads/2020/03/AQ1019-20-21-22-23-300x300.png","AQ1019-20-21-22-23"
"2179","36″ AQUARIUM + CANOPY WITH 2x LED LIGHTS – 100L","R1,011.90 Excl. Vat","Yes","https://www.akwa.co.za/product/36-aquarium-canopy-with-2x-led-lights-100l/","https://www.akwa.co.za/wp-content/uploads/2020/03/AQ1009L-10L-11L-12L-14L-300x300.png","AQ1009L-10L-11L-12L-14L"
"20126","36″ AQUARIUM STARTER 90L – BASIC","R1,183.25 Excl. Vat","Yes","https://www.akwa.co.za/product/36-aquarium-starter-90l-basic/","https://www.akwa.co.za/wp-content/uploads/2025/10/ASK0016-300x300.png","ASK0016"
"2178","36″ AQUARIUM WITH CANOPY – 100L","R746.20 Excl. Vat","Yes","https://www.akwa.co.za/product/36-aquarium-with-canopy-100l/","https://www.akwa.co.za/wp-content/uploads/2020/03/AQ1009-10-11-12-14-300x300.png","AQ1009-10-11-12-14"
"2186","48″ AQUARIUM – 240L – 1215 x 445 x 460mm(H)","R1,697.05 Excl. Vat","Yes","https://www.akwa.co.za/product/48-aquarium-240l/","https://www.akwa.co.za/wp-content/uploads/2020/03/AQ1019-20-21-22-23-300x300.png","AQ1019-20-21-22-23"
"2181","48″ AQUARIUM + CANOPY WITH 2x LED LIGHTS – 240L","R2,058.75 Excl. Vat","Yes","https://www.akwa.co.za/product/48-aquarium-canopy-with-2x-led-lights-240l/","https://www.akwa.co.za/wp-content/uploads/2020/03/AQ1009L-10L-11L-12L-14L-300x300.png","AQ1009L-10L-11L-12L-14L"
"2180","48″ AQUARIUM WITH CANOPY – 240L","R2,000.85 Excl. Vat","Yes","https://www.akwa.co.za/product/48-aquarium-with-canopy-240l/","https://www.akwa.co.za/wp-content/uploads/2020/03/AQ1009-10-11-12-14-300x300.png","AQ1009-10-11-12-14"
"2239","ACRYLIC FISH BOWL – BELLY POT","R121.80 Excl. Vat","Yes","https://www.akwa.co.za/product/acrylic-fish-bowl-belly-pot/","https://www.akwa.co.za/wp-content/uploads/2025/08/FB0040Clear-300x300.png","FB0040Clear"
"19651","ACRYLIC FISH BOWL – BELLY POT – 2.5lt","R157.40 Excl. Vat","Yes","https://www.akwa.co.za/product/acrylic-fish-bowl-belly-pot-2-5lt/","https://www.akwa.co.za/wp-content/uploads/2025/08/FB0041Clear-300x300.png","FB0041Clear"
"18744","AQUAJAPAN SQ AQUARIUM 17L – 25 x 25 x 30cm KIT","R1,190.50 Excl. Vat","Yes","https://www.akwa.co.za/product/aquajapan-sq-aquarium-25-x-25-x-30cm-kit/","https://www.akwa.co.za/wp-content/uploads/2025/05/AQA0250K-1-e1748851524439-300x300.png","AQA0250K-1"
"14066","AQUAJAPAN SQ AQUARIUM 17L – 25x25x25cm","R252.40 Excl. Vat","Yes","https://www.akwa.co.za/product/aquajapan-sq-aquarium-25x25x25cm/","https://www.akwa.co.za/wp-content/uploads/2023/10/AQA0250-300x300.png","AQA0250"
